English,Translation,Dialect
The card has suffered a security breach.,بطاقتي صارلها اختراق أمني,1
My card data has been exposed.,حد اكتشف بيانات بطاقتي,1
I think someone may be using my card.,بعتقد في حد بيستخدم بطاقتي,1
I didn't make these transactions. Is someone else using my card?,مش أنا عملت المعاملات، في حد ثاني بيستخدم بطاقتي؟,1
I can use this card at which ATMs?,ممكن استخدم بطاقتي في اي صراف آلي,1
Can I use the card at any cash machine?,بقدر استخدم البطاقة في اي صراف آلي,1
What locations can I get money from?,شو المواقع اللي بقدر اوخذ مصاري منها؟,1
What ATMs take this card?,شو اجهزة الصراف الآلي اللي بوخذ هاي البطاقة؟,1
Which ATM's can I use to make a withdrawal?,شو اجهزة الصراف آلي اللي بقدر اسحب منها مصاري؟,1
Do all ATMs accept this card?,كل اجهزة الصراف آلي بتقبل هاي البطاقة؟,1
Will this card work at any ATM?,بتشتغل هاي البطاقة في اي صراف آلي؟,1
Which ATMs am I allowed to get money from?,شو اجهزة صراف الآلي اللي بقدر اوخذ منها مصاري؟,1
Where is the closest ATM to me?,وين اقرب صراف آلي؟,1
Which ATMs accept this bill of fare ?,شو اجهزة صراف الآلي اللي بتقبل فاتورة الاجرة؟,1
Do I have to use a bank approved ATM to withdraw money?,لازم استخدم جهاز صراف آلي معتمد من البنك عشان اسحب مصاري؟,1
How do I withdraw money?,كيف بسحب مصاري ؟,1
What locations allow me to withdraw money?,شو المواقع اللي بتخليني اسحب مصاري؟,1
What ATMs accept my card?,شو هي اجهزة صراف الآلي اللي بتقبل بطاقتي,1
Can I use my card to withdraw from my account?,بقدر استخدم بطاقتي عشان اسحب من حسابي؟,1
Can you tell me where I can withdraw money?,بتقدر تحكيلي من وين بسحب مصاري؟,1
What kind of ATMs would this card be accepted at?,شو نوع اجهزة صراف الآلي اللي بتقبل هاي البطاقة,1
Are there specific ATM's that I can draw money from?,في نوع من اجهزة صراف آلي بقدر اسحب منها مصار,1
Where can money withdrawals be made?,من وين بقدر اسحب مصاري,1
Where can I find Mastercard ATMs?,وين بقدر الاقي اجهزة صراف الآلي لمساتركارد؟,1
What ATMs can I use my card at?,شو نوع الصراف الآلي اللي بزبط استخدم بطاقتي فيها؟,1
What ATM machines allow this card?,شو هي اجهزة صراف الآلي اللي بتوخذ بطاقتي,1
Where can I do a cash withdrawal?,من وين بقدر اسوي سحب مصاري؟,1
Where should I withdraw money from?,من وين بسحب مصاري؟,1
Where are the ATMs that accept this card?,وين بقدر الاقي اجهزة صراف الآلي بتقبل هاي البطاقة؟,1
Is there a way to find an ATM around me?,في طريقة عشان الاقي صراف آلي في المنطقة عندي؟,1
Will any ATM's decline my card?,في جهاز صراف آلي برفض بطاقتي؟,1
What ATMs can I use my card?,شو اجهزة صراف الآلي اللي بقدر استخدم بطاقتي فيها؟,1
What cash stations take this card?,شو هي محطات الصرف اللي بقدر استخدم بطاقتي فيها؟,1
At which ATMs can I use this card?,في انو صراف بقدر استخدم هاي البطاقة؟,1
Please provide me a list of ATMs that accept my card.,لو سمحت بدي قائمة بأجهزة الصراف الآلي اللي بتقبل بطاقتي,1
Can I use my card at an ATM?,بقدر استخدم بطاقتي في صراف؟,1
Where is the closest ATM I can use?,وين اقرب صراف بقدر استخدمه؟,1
Where is the nearest Mastercard ATM?,وين اقرب صراف آلي للماستركارد؟,1
Where can I get money from my card?,من وين بقدر اجيب مصاري من بطاقتي؟,1
How can I find an ATM that accepts this card?,كيف بلاقي صراف بقبل هاي الطباقة؟,1
I need an ATM right now!,بدي صراف هلحين,1
Which ATMs accept Mastercard?,شو اجهزة صراف الآلي اللي بتقبل ماستر كارد؟,1
What is the closest ATM?,شو اقرب صراف آلي؟,1
What ATMs use this card?,شو اجهزة صراف الآلي اللي بتستخدم هاي البطاقة؟,1
What ATMs can I use this card?,شو اجهزة صراف الآلي اللي بقدر استخدم قيها هاي البطاقة,1
Can I get money out of any machine?,بقدر اوخذ مصاري من اي جهاز ؟,1
Is the closest ATM to me within 2 miles?,اقرب صراف آلي ع بعد ميلين؟,1
I need to withdraw money. Where can I do that?,انا بدي اسحب مصاري ، من وين بقدر اسحب؟,1
Can I use my card in another institutions ATM?,بقدر استخدم بطاقتي في اجهزة صراف آلي بتخص مؤسسات ثانية؟,1
Where is a ATM that accepts Mastercard?,وين جهاز الصراف آلي اللي بقبل ماستركارد؟,1
Where are the Mastercard ATMs?,وين اجهزة الصراف الآلي لماستركارد؟,1
Where can I withdraw money from?,من وين بقدر اسحب فلوس؟,1
Can I use a different bank ATM than my own?,بقدر استخدم جهاز صراف آلي غير عن جهازي؟,1
The card can be used at which ATMs?,بقدر استخدم هاي البطاقة في اي جهاز صراف آلي؟,1
What's the closest place to withdraw money?,وين اقرب محل اسحب منه مصاري؟,1
Is there a list of ATMs that take this card?,في قائمة بمواكن الصرف الآلي اللي بتقبل هاي البطاقة؟,1
Is there a Mastercard ATM nearby?,في صراف آلي للماستركارد قريب من هان؟,1
Am I limited to what ATM I can use my card?,انا مربوط في جهاز صراف آلي معين عشان استخدم بطاقتي؟,1
Tell me what ATMs take this card.,احكيلي شو اجهزة صراف الآلي اللي بتوخذ هاي البطاقة,1
Where are the ATMs that I can use Mastercard?,وين اجهزة الصراف الآلي اللي بقدر استخدمها لماستركارد؟,1
Where is an ATM?,وين جهاز الصراف الآلي؟,1
Can this card be used at all ATMs?,بقدر استخدم هاي البطافة في كل اجهزة الصراف الآلي؟,1
I need help from someone in your department with finding my nearest ATM.,بدي واحد من جماعتك يساعدني عشان الاقي اقرب جهاز صراف آلي,1
what are the locations i can withdraw money,شو المواقع اللي بقدر اسحب المصاري فيها؟,1
How many ATMs will take this card?,كم جهاز صراف آلي اللي بوخذ البطاقة هاي؟,1
What ATMs can I use this card at?,شو هي اجهزة صراف الآلي اللي بقدر استخدم هاي البطاقة فيهم؟,1
Is this card accepted by ATMs?,البطاقة هاي بتشتغل في اجهزة صراف الآلي؟,1
Are there only certain ATM machines where I can use this card?,هاي البطاقة مخصصة لنوع معين من اجهزة صراف الآلي؟,1
Where can I find a Mastercard ATM?,وين بقدر الاقي صراف آلي لماستركارد؟,1
Which ATMs take the card?,شو اجهزة الصراف الآلي اللي بتقبل هاي البطاقة؟,1
How far is the closest ATM from me?,قديش بعيد اقرب صراف آلي عني؟,1
Can you tell me the ATMs I can use with my card?,ممكن تحكيلي عن اجهزة صراف الآلياللي بقدر استخدمها مع بطاقتي؟,1
Where is a Mastercard ATM?,وين اجهزة الصراف آلي لمساتركارد؟,1
I need to know where I can withdraw money.,بدي اعرف من وين بقدر اسحب مصاري؟,1
Where can I find an ATM?,وين بقدر الاقي جهاز صراف آلي؟,1
How can I tell if an AMT will take this card?,كيف بدي اعرف اذا جهاز الصراف آلي راح يقبل بطاقتي ولا لا؟,1
How do I know it is a Mastercard ATM?,كيف بقدر اعرف اذا هذا جهاز صراف آلي لماستركارد ولا لا؟,1
"ATMs, which ones will accept this card?",شو اجهزة صراف الآلي اللي بتقبل هاي البطاقة؟,1
What ATM locations are near me?,وين موقع اجهزة صراف الآلي اللي قريبة مني؟,1
What ATM accepts Mastercard?,شو هي اجهزة صراف الآلي اللي بتقبل ماستركارد؟,1
Can I withdraw from any ATM?,بقدر اسحب مصاري من اي جهاز صراف آلي؟,1
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",لقيت دفعة كبيرة في كشوفاتي وانا بعرف اني ما اخدت هاد المبلغ ، بقدر اعترض عليه؟,1
Please help my find out why there is an odd direct debit in my records.,بدي مساعدة لان في خصم مباشر غريب موجود في سجلاتي,1
I am seeing in the App a diret debit that its not mine,في بالتطبيق خصم مباشر مش الي,1
There is a direct debit payment that I did not make.,في دفعة خصم مباشر ما عملتها,1
There is a strange charge on my debit statement,في رسوم غريبة على بيان الخصم يلي باسمي,1
Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,في طريقة بقدر اعرف سبب خصم حسابي من بياع ما وافقت عليه ؟,1
Why is there a direct debit payment on my statement that I didn't do?,ليش في دفعة خصم مباشر في حسابي موجودة و انا ما عملتها؟,1
A direct debit payment that I didn't authorise shows up in my app.,موجود دفعة الخصم المباشر يلي ما قبلتها بحسابي,1
My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?,في على الموقع دفعة انا ما عملتها ، بتقدر تلغيها و تأمين بحسابي ؟,1
i would like to dispute a direct debit payment,بدي اعترض على سداد الخصم المباشر,1
Is it possible to dispute a debit payment from a couple of months ago.,بقدر اعترض على دفعة مدين من شهرين ؟,1
A direct debit payment I didn't do shows in my app,مبين على التطبيق دفعة الخصم يلي ما عملتها,1
I see a direct debit transaction in my history that I did not set up.,في معاملة خصم مباشر في سجلي مش انا عملتها,1
A false direct debit payment is showing in my app,بظهرلي دفعة خصم مباشر مش صح في التطبيق عندي,1
I do not understand what this particular direct debit is ?,مش فاهم شو الخصم المباشر بالزبط؟,1
There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,في حد اخد مصاري من حسابي ومش عارف مين ،انا ما بدي ترجعلي المصاري بس هل بتقدر تساعدني اعرف مين الي عمل هيك ؟,1
Please tell me what this direct debit in my statement is,لو سمحت بتقدر تحكيلي شو الخصم المباشر في بياناتي,1
what is this charge on my card?,شو الرسوم يلي على بطاقتي ؟,1
"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",صارت معاملة غريبة على حسابي من بائع ما بعرفه ، ممكن المساعدة في حل الامر ؟,1
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,في جدول محدد بخصوص المعاملات يلي عليها مشاكل في حسابي ؟ انتبهت انو في عملية احتيال صارت قبل شهرين,1
There is a mysterious debit transaction on my statement,في معاملة خصم غير مفهومة في البيانات يلي الي,1
what is the matter?,شو المشكلة ؟,1
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,مبين في حسابي اني دفعت لشخص ما وانا مش قادر اتذكره ، بقدر اعرف مين ؟,1
I don't recognize the direct debit payment from the app.,مش قادر اعرف مدفوعات الخصم المباشر من التطبيق,1
I need a refund on a direct debit that shows in the app because I did not make it.,لازم ارجع الخصم المباشر يلي مبين عندي على التطبيق لاني ما عملتو,1
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",في شخص سرق ارقام بطاقتي ، هل مبين عندكم عمليات شراء بمكان بعيد عني ؟ انا لازم ارجع مصاريي لادفع اجاري,1
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,لاحظت رسوم كبيرة مش انا يلي اجريتها ، ومر عليها وقت طويل ، لسا فيني اعترض عليها ؟,1
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,في رسوم اتخذت من بطاقتي على شي من اسبوعين وانا مش متذكر الموضوع ولا الشركة . بنقدر نعرف شو الموضوع ؟,1
What is this direct debit in my statement?,شو الخصم المباشر في بياناتي ؟,1
This debit is not my transcation. How do I get my money out back?,هاد الخصم مش الي ، كيف بقدر ارجع المصاري ؟,1
I don't recognize the direct debit payment on my account.,مش قادر اعرف من وين مدفوعات الخصم المباشر في حسابي,1
A direct debit appears in the app but I didn't authorize it.,مبين عندي الخصم المباشر على الموقع بس انا ما بينتو.,1
I'm seeing a direct debit payment that is not me.,شفت دفعة الخصم المباشر يلي مش الي,1
I see a direct debit transaction that I didn't make.,عم بشوف معاملة خصم مباشر مش انا يلي عملتها,1
I don't know where a direct debit payment came from,مش عارف من وين اجت دفعة الخصم المباشر,1
Who do I contact if there is a direct debit that I did not create.,في مين اتصل اذ في خصم مباشر بس مش انا عملتو,1
There was a direct debit from my account and I didn't authorise it,كان في خصم مباشر من حسابي بس ما سمحت فيه,1
"I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain?",كنت بطلع على كشوفاتي وشفت اني اشتريت من اسبوعين اشياء مش متذكرها ولا متذكر الشركة ممكن نتأكد من الموضوع ؟,1
There is a direct debit transaction on my statement that I think is not mine. How do I remove?,كيف امحي معاملة فيها خصم مباشر في معلومات مش الي؟,1
there is a debit i dont recognize,في خصم ما بعرفه.,1
There are automatic debits on my account that I did not make.,في خصومات مباشرة ما جربتها على حسابي,1
I may need to dispute a Direct Debit payment.,بجوز بدي اعترض على مدفوعات الخصم يلي على طول,1
"There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.",في دفعة بينت بحسابي مع انه مش انا الي دخلتها، لاني طول اليوم ما استخدمت بطاقتي فلوسمحت رجعلي المصاري والغي العملية,1
There is a direct debit fee in the App that I didn't do.,في رسوم للخصم المباشر بس انا ما عملتها,1
What do I do about a debit on my account that I didn't make?,شو اعمل بالنسبة للخصم الي ما عملته على حسابي,1
I did not set up a direct debit I have,مش انا يلي عملت الخصم المباشر عندي,1
"If I found an error in my account for a transaction I didn't make, how long to I have to dispute it?",ائا اكتشفت غلط في حسابي لعملية مش انا عملتها قديش رح يلزمني وقت لاعترض عليها,1
There is a direct debit transaction that I did not authorize,في معاملة خصم مباشر ما كانت من خلالي,1
Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,بتقدر تساعدني عشان اعرف ايش بصير مع الدفعة المدنية الي بينت بحسابي مش متاكد انها موجودة هناك,1
I am seeing a direct debit I wasn't aware of.,شايف في خصم بشكل مباشر بس انا ما بعرف فيه,1
I found a charge on my debit that I did not make.,لاحظت انو في رسوم على الخصم تبعي ما حملتها,1
How can I dispute a direct debit transaction?,كيف بقدر اعترض على معاملة الخصم المباشر,1
How can I dispute a debit transaction?,كيف بقدر اعترض على معاملة الخصم,1
My statement shows a strange direct debit.,مبين بالبياني عندي خصم مباشر غريب,1
"I have an unknown debit charge in my statement, why?",ليش عندي خصم مش معروف في البيان عندي,1
"In my app, a direct debit payment that I didn't do shows up.",في التطبيق عندي بين انو في دفعة الخصم المباشر الي ما عملتها,1
There's an unauthorized direct debit in my app.,في خصم مباشر مش مصرح فيه عندي بالتطبيق,1
I see a direct debit that isn't mine? How can I get my money back?,في خصم مباشر بس مش الي كيف بدي ارجع مصاريي,1
My account statements show a debit payment that I didn't make it's from some time ago I need to know if it is disputable.,مبين بكشف الحساب عندي انو في دفعة مدين ما لقيتها قبل فترة ، وبديش اعرف اذا هي بتعمل مشاكل,1
There is a debit transaction on my statement that I did not make,في عملية خصم على البيان عندي ما عملتها,1
There is a direct debit payment on my account that I didn't authorize.,في دفعة خصم مباشر على حسابي مش انا الي اعتمدتها,1
What do I do if I find a debit charge that I know I didn't do in my billing statement?,شو اعمل في حال لقيت خصم مش انا الي عملته في كشف الحساب عندي,1
i do not know what this charge is for,مش عارف شو هاي الرسوم,1
What do I do if there is a direct debit on my account that shouldn't be there?,شو اعمل اذا كان في خصم مباشر بحسابي بس مش لازم يكون هناك,1
I think I am a victim of fraud. I noticed there was a charge on my account that I didn't do because I haven't touched my card today. Can you please reverse the charge and refund my money?,حاسس انو بنتصب علي ،انتبهت اني في خصم بحسابي مش انا الي عملته لاني ما استخدمت بطاقتي اليوم بقدر ارجع مصاريي والغي العملية,1
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen and will like for you to trace back to make sure.",اخر فترة قبل كم اسبوع كان في معاملة صارت على حسابي عن طريق تاجر ما بعرفه ، بس انا متأكد انو هاد الاشي ما صار وبدي اتبع وراه,1
"Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money.",بقدر ارجع لوحدة من معاملاتي عشان اعرف مين اللي سحب مصاري من حسابي؟ لاني مش متذكر انو انا وافقت عليها من اكم من اسبوع. بس انا بدي اتاكد كمان مرة عشان اعرف مين اللي اخد المصاري,1
How do I dispute a direct debit on my account?,كيف بقدر اعترض على الخصم المباشر في حسابي,1
I did not make a direct debit payment as listed on my app,ما عملت دفعة الخصم المباشر متل ما هو مبين في تطبيقي,1
There's a direct debit payment that I don't recognize.,في دفعة للخصم المباشر مش عارفها,1
How do I dispute a debit that I didn't make?,كيف بقدر اعترض على خصم ما عملته,1
I don't know where this debit transaction on my statement came from.,ما بعرف من وين اجت معاملة الخصم هاي في البيان عندي,1
The app is showing a direct debit transaction that I did not perform,ببين التطبيق عندي خصم مباشر ما عملته,1
The app is showing a direct debit payment that I never made,ببين التطبيق عندي دفعة الخصم المباشر الي ما دفعتها ابدا,1
"I was checking the app for my account and I noticed there is an authorized charge on it. I haven't used my card today, so I know I didn't do it. I would like the transaction reversed and the money replaced.",كنت بفحص من التطبيق عندي لحسابي وانتبهت انو في رسوم مش مصرح فيها وانا ما استخدمت بطاقتي اليوم بدي ارجع المصاري واعكس العملية,1
I want a refund on a direct debit.,بدي ارجع المصاري على الخصم المباشر,1
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",مرحبا كنت اتأكد من كشوفاتي القديمة واكتشفت انو في اختلاف مع عملية بمبلغ كبير انا متأكد اني ما عملتها بتقدر تحكيلي اذا بقدر اقدم اعتراض بعد هاي المدة,1
There is a debit paymet that I don't recognize.,في سداد مدين مش قادر اتعرف عليه,1
I need assistance addressing a direct debit that I did not do myself.,بدي مساعدة في اصلاح الخصم المباشر الي ما عملته انا,1
I see a direct debit transaction in my app that I didn't make.,شايف في معاملة خصم مباشر في التطبيق عندي مش انا الي عملتها,1
I see a direct debit payment on my statement that wasn't me,شايف دفعة الخصم المباشر في البيان عندي بس مش انا,1
How long after I receive my statement can I dispute payments on it?,قديش المدة الي بقدر فيها اعترض على الدفعات بعد استلام بياني الخاص,1
How do I dispute a direct debit transaction?,كيف بقدر اعترض على معاملة فيها الخصم المباشر,1
"I notice a transaction a couple of weeks ago in my account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did?",انتبهت على وجود معاملة في حسابي قبل اسبوعين من تاجر مش عارفه في طريقة بقدر من خلالها اتبع المعلومات عشان اتأكد اذا كانت جد اشي انا عملته من قبل ولا لا,1
what is this charge i didnt do it what can i do,شو هاي التهمة ما عملتها شو اعمل,1
I have a direct debit on my records that is strange and I need help.,عندي خصم مباشر على سجلاتي وهاد الاشي غريب بدي مساعدة,1
I would like to dispute a payment I didnt make,بدي اعترض على دفعة ما دفعتها,1
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",شفت في مصاري انسحبت من حسابي من تاجر قبل فترة بس انا متأكد اني ما دفعت هاي الدفعة بتقدر اتبع مين هو هاد التاجر,1
There is a direct debit patentp that I haven't authorized.,في خصم مباشر مبين ما صرحت فيها,1
I can't recognise this Direct Debit payment.,ما بقدر اتعرف على دفعة الخصم المباشر هاي,1
I would like to dispute a direct debit transaction,بدي اعترض على معاملة الخصم المباشر,1
"Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them.",بدي مساعدة كنت بفحص حسابي وشفت معاملة من تاجر مش متذكره بتقدر انو تتعقب عملية البيع لا ما أظن انو دفعت عنجد لهاد البائع,1
Why is there a direct debit set up in my name?,ليش صار في خصم مباشر باسمي,1
I don't recognize this debit transaction in my billing statement?,مش متعرف على معاملة الخصم هاي في كشف الحساب عندي,1
I didn't set up a direct debit payment on my account.,ما عملت دفعة الخصم المباشرعلى حسابي,1
I need to dispute a direct debit.,انا بدي اعترض على الخصم المباشر,1
My account shows a direct debit charge that I have never seen before,مبين بحسابي خصم مباشر ما شفته قبل هيك,1
I might have been charged on my debit statement by fraud.,شكله انتصب علي و تم تحميل خصم على بيانات الخصم تبعي,1
"I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?",هسا خلصت إفادة قديمة وانتبهت ان في تسديد لدفعة كبيرة وما دفعتها كانت قبل كم شهر، لسا بقدر اعترض على الدفع,1
I am not recognizing a debit payment from my account.,ما وصلني دفعة مدين من حسابي,1
I have a direct debit that I did not set up,موجود عندي خصم مباشر بس انا ما عملته,1
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,فحصت بياناتي وانتبهت ان هناك دفعة كبيرة ما سدتتها لسا بقدر اعترض على الدفع الو زمان,1
I see a charge for a direct debit that was not me.,شايف رسوم خصم مباشر مش انا الي عملتها,1
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.,كان في معاملة غريبة صار على حسابي قبل اسبوعين من تاجر مش عارفه بدي اتأكد من هاي الصفقة,1
Help! In the app there is a direct debit that I don't remember.,عندي بالتطبيق في خصم مباشر مش متذكر اني عملته,1
Please help me regarding a direct debit in the app that I don't recognize.,بدي مساعدة بخصوص خصم مباشر موجود على التطبيق مش عارفه,1
how do i get a refund for a direct debit payment i didn't make,كيف بقدر ارجع مدفوعات الخصم المباشر الي ما دفعتها,1
I need to cancel a transaction on my debit card.,بدي الغي معاملة على كارت الخصم تبعي,1
I think I was charged by mistake on my debit statement.,بتوقع انو صار في تحصيل رسوم مني بالغلط في بيان الخصم تبعي,1
Purchases I did not make are appearing in my bank statement?,بتبين عمليات الشراء الي ما عملتها في كشف حسابي,1
"On my app I can see that a direct debit payment that I didn't do, appears.",بقدر اشوف في التطبيق تبعي ظهور دفعة الخصم المباشر الي ما عملتها,1
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,في دفعة بتبين في التطبيق اليوم مع انه ما استعملت بطاقتي ابدا بدي ارجع مصاريي,1
Unusual direct deposit,صار في مصاري بحسابي بشكل مباشر بطريقة غير عادية,1
I didn't make the direct debit payment on my account.,ما دفعت دفعة الخصم المباشر على حسابي,1
People are using my debit card - help!,الناس بستخدومو كرت الخصم تبعي، ساعدوني!,1
I have an unfamiliar direct debit in my statement.,في عندي خصم مباشر مش عادي في بياني,1
How do I dispute a direct debit that I didn't do?,كيف بقدر اعترض على الخصم المباشر الي ما عملته,1
Weird Direct Debit payment,دفع الخصم المباشر مش طبيعي,1
I have an unauthorized direct debit on my account,عندي خصم مباشر مش مصرح فيه على حسابي,1
I have an unknown charge.,عندي تهمة مش معروفة,1
What do I do if there is an electronic debit that is not correct?,شو اعمل اذا في خصم الكتروني مش مزبوط,1
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,بعد ما راجعت وراقي لاحظت انو في رسوم جديدة ما كنت اعرف عنها اشي بس خبروني اني ممكن اقدم اعتراض عليها؟,1
Someone else made a Direct Debit transaction on my account,في حدا تاني عمل صفقة بحسابي,1
I have a direct debit I didn't make,في خصم صار على بطاقتي الخصم مش انا اللي عملتو,1
I have an unauthorized charge.,فرضوا علي رسوم مش قانونية,1
A debit came through that I need to dispute.,انا لازم اعترض على الدين اللي طلع علي,1
There is a payment in my app that I did not make. I have not used that card all day Please reimburse my money.,في مصاري اندفعت من حسابي انا ما عملتها البطاقة ما استعملتها طول اليوم رجعولي مصاريي,1
I don't know what this Direct Debit payment is.,انا ما بعرف كيف المصاري بتندفع ببطاقة الخصم المباشر,1
I see a direct debit payment on my app that I did not do,القيت دين علي على التطبيق و هو مش لازم يكون لاني ما استخدمت كرتي,1
How do I get a refund for an unauthorized direct debit payment?,كيف لازم ارجع الخصم تبع المشتريات,1
There was a direct debit I don't recognize.,في علي دين ما كنت اعرف فيه,1
I see an unfamiliar Direct Debit payment.,شفت خصميات علي مش معروفة,1
In the app I see a direct debit that I don't recognize.,فتحت التطبيق القيت هناك خصم علي ما كنت اعرف فيه,1
Why am I seeing a direct debit thats not mine?,ليش انا بجيني خصم ما بخصني,1
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,بقدر انا اعترض على الخصم الي اجاني و مبين اني ما سدتتو من شهرين,1
There is a direct debit set up that I didn't create.,في علي خصم مباشر انا ما عملتو,1
"There is a direct debit charge that I don't recognize, what can I do?",في علي خصومات انا مش فاهم ليش هاي الخصومات شو اسوي؟,1
"I have not used my card all day, however, there is an unusual payment showing in my app. I would like to have that amount reimbursed.",انا اليوم ما استعملت بطاقتي في السحب ليش مبين في التطبيق انو انا ساحب اليوم مصاري,1
I don't know what this Direct Debit payment on my account is for.,انا بعرفش هاض الخصم الموجود علي في التطبيق لشو,1
There is a direct debit charge on my account that is not mine.,في علي خصم مش الي,1
I see a direct debit transaction in the app that is not mine,مبين عالتطبيق انو في تحويل فلوس من الحساب ما يخصني,1
There is a direct debit set up that was not authorized by me.,في خصم علي انا ما وافقت عليه,1
I didn't initiate a direct debit that I see on my account,انا ما عملت اي اشي على حسابي عشان يبين انو فيه دين,1
Why is there a direct debit fee in the App when I didn't do it?,ليش بيجيني رسوم على ديون انا ما عملتها؟,1
There is a payment I don't recognise!,في دفعات انا ما وافقت عليها,1
A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,قبل اسبوعين القيت انو في خصم علي بسبب تحويلة انا ما عملتها هل بصير انكم تتبعوا التحويلة عشان يبين انو حسابي ما حدا استعملو,1
What should I do about a direct debit that I did not set up?,شو لازم انا اعمل عشان خصميات الي انا ما عملتها؟,1
There was a direct debit transaction I have don't think should be there.,في خصم على تحويلة انا بشك انو مش لازم تكون,1
I just found a payment from a while back in my account that I didn't make. Can I still dispute it even though it was a couple of months ago?,في مصاري اندفعت من حسابي بس مش انا الي دفعتها و الها شهرين القصة بقدر اعترض عليها,1
I do not recognize a direct debit payment that I see on my app,انا ما بتعرف على الخصم الموجود في التطبيق,1
My account was charged a debit payment I don't recognize.,في بحسابي دفعة دين انا ما بعرف عنها اشي,1
"In my app, a direct debit payment I didn't do shows in my app",بشوف في التطبيق خصم دين انا ما عملتو بالتطبيق,1
My accounts been charged a payment for something I didn't make.,في علي حسابي دفعة على اشي انا ما عملتو,1
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,لما راجعت حسباتي على مدى شهرين القيت في خصومات بظن انها كبيرة بقدر اعترض عليها؟,1
I see a direct debit charge that I did not approve,في علي رسوم زيادة انا ما بعرف فيها,1
The app shows Direct Debit payments that I didn't make,مبين عندي باتلتطبيق انو في علي خصومات انا ما عملتها,1
I have an unknown direct debit payment on my account,في علي خصومات ما بعرف من وين اجت,1
"There is a direct debit that I didn't set up, what should I do?",في علي ديون انا ما عملتها من التطبيق,1
I see a direct debit that I didn't authorize,في علي خصم انا ما عملتو,1
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",بهمش انا بعرف انو الوقت متاخر بس انا لقيت انو في علي دين من شهرين بقدر هسا اعترض عليهن؟,1
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,لما فتحت حسابي شفت انو فيه دفعات لبياع انا ما عمت هاض الاشي بتقدر تفهمني كيف صار هيك؟,1
There is a transaction showing in my app that I did not make as I have not used that card all day. Please reimburse this amount to my account.,في صاير تحويلة من حسابي هاض اليوم مع اني ما استعملت كرتي اليوم بتقدر ترجعلي مصاريي؟,1
My app shows a direct debit that isn't mine.,بشوف بتطبيقي خصم دين مش الي,1
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,التطبيق مبين فيه انو مصاري اندفعت من حسابي و انا ما استعملت البطاقة طول اليوم الغو الدفع,1
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,في دفع مصاري شفتو على التطبيق و هاض الدفع انا ما عملتو بنفع تلغو الدفع و ترجعولي المصاري ؟,1
